,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement
253,https://www.nhm.ac.uk/discover/dino-directory/shanag.html,Shanag,sha-nag,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shanag.jpg,0.45m,small theropod,carnivorous,"Early Cretaceous, 126-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia","Turner, Hwang and Norell (2007)",ashile,,,
254,https://www.nhm.ac.uk/discover/dino-directory/shantungosaurus.html,Shantungosaurus,shan-TUN-go-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shantung.jpg,15.0m,euornithopod,herbivorous,"Late Cretaceous, 78-74 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Hu (1973),giganteus,,,
255,https://www.nhm.ac.uk/discover/dino-directory/shunosaurus.html,Shunosaurus,SHOON-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shuno.jpg,10.0m,sauropod,herbivorous,"Mid Jurassic, 170-160 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","Dong, Zhou and Zhang (1983)",lii,,,
256,https://www.nhm.ac.uk/discover/dino-directory/shuvuuia.html,Shuvuuia,shu-voo-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shuvuuia.jpg,0.6m,small theropod,omnivorous,"Late Cretaceous, 75-81 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae","Chiappe, Norell and Clark (1998)",deserti,,,
257,https://www.nhm.ac.uk/discover/dino-directory/silvisaurus.html,Silvisaurus,sil-vi-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Silvisaurus.jpg,4.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-112 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Eaton (1960),condrayi,,,
258,https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html,Sinocalliopteryx,sie-no-kall-ee-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sinocalliopteryx.jpg,2.37m,small theropod,carnivorous,"Early Cretaceous, 125 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia","Ji, Ji, LÃ¼ and Yuan (2007)",gigas,,,
259,https://www.nhm.ac.uk/discover/dino-directory/sinornithosaurus.html,Sinornithosaurus,sine-or-nith-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinornithosaurus.jpg,2.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Xu, Wang and Wu (1999)",millenii,,,
260,https://www.nhm.ac.uk/discover/dino-directory/sinosauropteryx.html,Sinosauropteryx,sine-oh-sore-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinosauropteryx.jpg,1.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Compsognathidae",Ji and Ji (1996),prima,,,
261,https://www.nhm.ac.uk/discover/dino-directory/sinovenator.html,Sinovenator,sien-oh-vee-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinvenator.jpg,1.0m,small theropod,carnivorous,"Early Cretaceous, 127-121 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae","Xu, Norell, Wang, Makovicky and Wu (2002)",changii,,,
262,https://www.nhm.ac.uk/discover/dino-directory/sinraptor.html,Sinraptor,sien-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinraptor.jpg,7.6m,large theropod,carnivorous,"Mid Jurassic, 169-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Sinraptoridae",Gao (1992),hepingensis,,,
263,https://www.nhm.ac.uk/discover/dino-directory/sonidosaurus.html,Sonidosaurus,soh-nid-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sonidosaurus.jpg,9.0m,sauropod,herbivorous,"Late Cretaceous, 89-65 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Xu, Zhang, Tan, Zhao and Tan (2006)",saihangaobiensis,,,
264,https://www.nhm.ac.uk/discover/dino-directory/spinosaurus.html,Spinosaurus,SPINE-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/spino.jpg,18.0m,large theropod,carnivorous,"Late Cretaceous, 95-70 million years ago","Egypt,Morocco","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Spinosaurinae",Stromer (1915),aegyptiacus,flat and blade-like,fish and maybe other dinosaurs,on 2 legs
265,https://www.nhm.ac.uk/discover/dino-directory/staurikosaurus.html,Staurikosaurus,stor-ik-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Staurikosaurus.jpg,2.0m,large theropod,carnivorous,"Late Triassic, 227-221 million years ago","Egypt,Morocco","Dinosauria, Saurischia, Theropoda, Herrerasauridae",Colbert (1970),pricei,,,
266,https://www.nhm.ac.uk/discover/dino-directory/stegoceras.html,Stegoceras,ste-GOS-er-as,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stegoceras.jpg,2.4m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae",Lambe (1902),validum,,,
267,https://www.nhm.ac.uk/discover/dino-directory/stegosaurus.html,Stegosaurus,STEG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stego.jpg,9.0m,armoured dinosaur,herbivorous,"Late Jurassic, 155-145 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae",Marsh (1877),armatus,,,
268,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html,Stenopelix,ste-nop-e-liks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Stenopelix.jpg,1.5m,ceratopsian,herbivorous,"Early Cretaceous, 127-121 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria",Meyer (1857),valdensis,,,
269,https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html,Struthiomimus,STRUTH-ee-oh-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/struthio.jpg,4.0m,small theropod,omnivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Osborn (1917),altus,"horny beak, no teeth","unknown, could have eaten both plants and small animals",on 2 legs
270,https://www.nhm.ac.uk/discover/dino-directory/struthiosaurus.html,Struthiosaurus,strew-thee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Struthiosaurus.jpg,2.5m,armoured dinosaur,herbivorous,"Late Cretaceous, 83-75 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Bunzel (1871),austriacus,,,
271,https://www.nhm.ac.uk/discover/dino-directory/styracosaurus.html,Styracosaurus,sty-RAK-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/styrac.jpg,5.5m,ceratopsian,herbivorous,"Late Cretaceous, 76-70 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Lambe (1913),albertensis,,,
272,https://www.nhm.ac.uk/discover/dino-directory/suchomimus.html,Suchomimus,sook-oh-mim-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Suchomimus.jpg,11.0m,large theropod,carnivorous,"Early Cretaceous, 121-112 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Baryonychinae","Sereno, Beck, Dutheil, Gado, Larsson, Lyon, Marcot, Rauhut, Sadleir, Sidor, Varricchio, Wilson and Wilson (1998)",tenerensis,,,
273,https://www.nhm.ac.uk/discover/dino-directory/supersaurus.html,Supersaurus,sue-per-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Supersaurus.jpg,35.0m,sauropod,herbivorous,"Early Cretaceous, 154-142 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Jansen (1985),vivianae,,,
274,https://www.nhm.ac.uk/discover/dino-directory/talarurus.html,Talarurus,tal-a-roor-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Talarurus.jpg,6.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 99-89 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Maleev (1952),plicatospineus,,,
275,https://www.nhm.ac.uk/discover/dino-directory/tanius.html,Tanius,tahn-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tanius.jpg,,euornithopod,herbivorous,"Late Cretaceous, 89-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Wiman (1929),sinensis,,,
276,https://www.nhm.ac.uk/discover/dino-directory/tarbosaurus.html,Tarbosaurus,TAR-bow-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarbo.jpg,10.0m,large theropod,carnivorous,"Late Cretaceous, 74-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Maleev (1955),bataar,,,
277,https://www.nhm.ac.uk/discover/dino-directory/tarchia.html,Tarchia,tahrk-ee ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tarchia.jpg,8.5m,armoured dinosaur,herbivorous,"Late Cretaceous, 75-68 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosaurinae",Maleev (1956),gigantea,,,
278,https://www.nhm.ac.uk/discover/dino-directory/telmatosaurus.html,Telmatosaurus,tel-ma-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Telmatosaurus.jpg,5.0m,euornithopod,herbivorous,"Late Cretaceous, 84-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Nopcsa (1900),transsylvanicus,,,
279,https://www.nhm.ac.uk/discover/dino-directory/tenontosaurus.html,Tenontosaurus,ten-ON-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tenonto.jpg,7.0m,euornithopod,herbivorous,"Early Cretaceous, 120-110 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia",Ostrom (1970),tillettorum,,,
280,https://www.nhm.ac.uk/discover/dino-directory/thecodontosaurus.html,Thecodontosaurus,theek-o-don-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Thecodontosaurus.jpg,2.5m,sauropod,omnivorous,"Late Triassic, 227-205 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda",Morris (1843),antiquus,,,
281,https://www.nhm.ac.uk/discover/dino-directory/therizinosaurus.html,Therizinosaurus,THER-ih-zine-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/theriz.jpg,,large theropod,unknown,"Late Cretaceous, 85-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Maleev (1915),cheloniformis,,,
282,https://www.nhm.ac.uk/discover/dino-directory/thescelosaurus.html,Thescelosaurus,thes-kel-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/thescelo.jpg,3.5m,euornithopod,herbivorous,"Late Cretaceous, 76-67 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Gilmore (1913),neglectus,,,
283,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html,Torosaurus,tor-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/toro.jpg,7.5m,ceratopsian,herbivorous,"Late Cretaceous, 70-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh (1891),latus,,,
284,https://www.nhm.ac.uk/discover/dino-directory/torvosaurus.html,Torvosaurus,TOR-voh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/torvo.jpg,10.0m,large theropod,carnivorous,"Late Jurassic, 155-144 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae",Galton and Jensen (1979),tanneri,,,
285,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html,Triceratops,tri-SERRA-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/triceratops.jpg,9.0m,ceratopsian,herbivorous,"Late Cretaceous, 68-66 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh (1889),horridus,horny beak and shearing teeth,tough palm fronds,on 4 legs
286,https://www.nhm.ac.uk/discover/dino-directory/troodon.html,Troodon,TROH-oh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/troo.jpg,2.0m,small theropod,carnivorous,"Late Cretaceous, 74-65 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",Leidy (1856),formosus,,,
287,https://www.nhm.ac.uk/discover/dino-directory/tsagantegia.html,Tsagantegia,tsah-gahn-tay-gee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsagantegia.jpg,,armoured dinosaur,herbivorous,"Late Cretaceous, 99-84 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Tumanova (1993),longicranialis,,,
288,https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html,Tsintaosaurus,ching-dow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsintaosaurus.jpg,12.0m,euornithopod,herbivorous,"Late Cretaceous, 84-71 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Young (1958),spinorhinus,,,
289,https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html,Tuojiangosaurus,too-YANG-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tuojiang.jpg,7.0m,armoured dinosaur,herbivorous,"Late Jurassic, 157-154 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Li, Zhou and Zhang (1973)",multispinus,,,
