,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,period_group,period_specific
0,https://www.nhm.ac.uk/discover/dino-directory/aardonyx.html,Aardonyx,ar-don-ix,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/aardonyx.jpg,8.0m,sauropod,herbivorous,"Early Jurassic, 199-189 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria","Yates, Bonnan, Neveling, Chinsamy and Blackbeard 2010 (2009)",celestae,,,,Early Jurassic, 199-189 million years ago
1,https://www.nhm.ac.uk/discover/dino-directory/abelisaurus.html,Abelisaurus,ah-BEEL-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/abeli.jpg,9.0m,large theropod,carnivorous,"Late Cretaceous, 74-70 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae, Abelisaurinae",Bonaparte and Novas (1985),comahuensis,,,,Late Cretaceous, 74-70 million years ago
2,https://www.nhm.ac.uk/discover/dino-directory/achelousaurus.html,Achelousaurus,ah-KEL-oo-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/achelou.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 83-70 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Sampson  (1995),horneri,,,,Late Cretaceous, 83-70 million years ago
3,https://www.nhm.ac.uk/discover/dino-directory/achillobator.html,Achillobator,a-kil-oh-bah-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Achillobator.jpg,5.0m,large theropod,carnivorous,"Late Cretaceous, 99-84 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Perle, Norell and Clark (1999)",giganteus,,,,Late Cretaceous, 99-84 million years ago
4,https://www.nhm.ac.uk/discover/dino-directory/acrocanthosaurus.html,Acrocanthosaurus,ah-kroh-kan-tho-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/acrocantho.jpg,12.0m,large theropod,carnivorous,"Early Cretaceous, 115-105 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Carcharodontosauridae",Stovall and Langston (1950),atokensis,,,,Early Cretaceous, 115-105 million years ago
5,https://www.nhm.ac.uk/discover/dino-directory/aegyptosaurus.html,Aegyptosaurus,ee-JIP-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/aegypto.jpg,15.0m,sauropod,herbivorous,"Late Cretaceous, 98-93 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Stromer (1932),baharijensis,,,,Late Cretaceous, 98-93 million years ago
6,https://www.nhm.ac.uk/discover/dino-directory/afrovenator.html,Afrovenator,aff-ROW-ven-ah-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/afrovenator.jpg,9.0m,large theropod,carnivorous,"Early Cretaceous, 132-121 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae","Sereno, Wilson, Larsson, Dutheil and Sues (1944)",abakensis,,,,Early Cretaceous, 132-121 million years ago
7,https://www.nhm.ac.uk/discover/dino-directory/agilisaurus.html,Agilisaurus,aj-i-li-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Agilisaurus.jpg,1.5m,euornithopod,herbivorous,"Late Jurassic, 169-159 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Peng (1990),louderbacki,,,,Late Jurassic, 169-159 million years ago
8,https://www.nhm.ac.uk/discover/dino-directory/alamosaurus.html,Alamosaurus,ah-la-mow-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/alamo.jpg,21.0m,sauropod,herbivorous,"Late Cretaceous, 70-65 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",Gilmore (1922),sanjuanensis,,,,Late Cretaceous, 70-65 million years ago
9,https://www.nhm.ac.uk/discover/dino-directory/albertaceratops.html,Albertaceratops,al-bert-a-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/albertaceratops.jpg,7.0m,ceratopsian,herbivorous,"Late Cretaceous, 80-75 million years ago",Mongolia,"Dinosauria, Ornithischia",Ryan 2007,nesmoi,,,,Late Cretaceous, 80-75 million years ago
10,https://www.nhm.ac.uk/discover/dino-directory/albertosaurus.html,Albertosaurus,al-BERT-oh-saw-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/albert.jpg,9.0m,large theropod,carnivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Albertosaurinae",Lamb (1914),libratus,"saw-edged, flesh-slicing teeth",probably plant-eating dinosaurs,on 2 legs,Late Cretaceous, 76-74 million years ago
11,https://www.nhm.ac.uk/discover/dino-directory/alectrosaurus.html,Alectrosaurus,ah-LEK-tro-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/alectro.jpg,5.0m,large theropod,carnivorous,"Late Cretaceous, 90-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea",Gilmore (1933),olseni,,,,Late Cretaceous, 90-70 million years ago
12,https://www.nhm.ac.uk/discover/dino-directory/alioramus.html,Alioramus,al-ee-oh-ray-mus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Alioramus.jpg,6.0m,large theropod,carnivorous,"Late Cretaceous, 71-65 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea",Kurzanov (1976),remotus,,,,Late Cretaceous, 71-65 million years ago
13,https://www.nhm.ac.uk/discover/dino-directory/allosaurus.html,Allosaurus,AL-oh-saw-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/allo.jpg,12.0m,large theropod,carnivorous,"Late Jurassic, 156-144 million years ago","Portugal,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Allosauridae",Marsh (1877),fragilis,dagger-like with serrated edges,"Stegosaurus, Diplodocus and others",on 2 legs,Late Jurassic, 156-144 million years ago
14,https://www.nhm.ac.uk/discover/dino-directory/alvarezsaurus.html,Alvarezsaurus,al-var-rez-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/alvarez.jpg,2.0m,small theropod,carnivorous,"Late Cretaceous, 89-85 million years ago","Portugal,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae",Bonaparte (1991),calvoi,,,,Late Cretaceous, 89-85 million years ago
15,https://www.nhm.ac.uk/discover/dino-directory/amargasaurus.html,Amargasaurus,A-MARG-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Amargasaurus.jpg,12.0m,sauropod,herbivorous,"Late Cretaceous, 89-85 million years ago","Portugal,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae",Salgado and Bonaparte (1991),cazaui,teeth for grinding and chewing,tough plants,,Late Cretaceous, 89-85 million years ago
16,https://www.nhm.ac.uk/discover/dino-directory/ammosaurus.html,Ammosaurus,ah-moh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ammo.jpg,5.0m,sauropod,herbivorous,"Early Jurassic, 195-180 million years ago","Portugal,USA","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Anchisauridae",Marsh (1891),major,,,,Early Jurassic, 195-180 million years ago
17,https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html,Ampelosaurus,am-pel-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ampelosaurus.jpg,15.0m,sauropod,herbivorous,"Late Cretaceous, 71-65 million years ago","Portugal,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",Le Loeuff (1995),atacis,,,,Late Cretaceous, 71-65 million years ago
18,https://www.nhm.ac.uk/discover/dino-directory/amygdalodon.html,Amygdalodon,am-ig-dal-oh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Amygdalodon.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 177-169 million years ago","Portugal,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda",Cabrera (1947),patagonicus,,,,Mid Jurassic, 177-169 million years ago
19,https://www.nhm.ac.uk/discover/dino-directory/anchiceratops.html,Anchiceratops,an-key-SERRA-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/anchi2.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 74-70 million years ago","Portugal,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Brown (1914),ornatus,,,,Late Cretaceous, 74-70 million years ago
20,https://www.nhm.ac.uk/discover/dino-directory/anchisaurus.html,Anchisaurus,ANK-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/anchi.jpg,2.0m,sauropod,herbivorous,"Early Jurassic, 190 million years ago","Portugal,USA","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Anchisauridae",Marsh (1885),polyzelous,,,,Early Jurassic, 190 million years ago
21,https://www.nhm.ac.uk/discover/dino-directory/ankylosaurus.html,Ankylosaurus,an-KIE-loh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ankyl.jpg,7.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 74-67 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Brown (1908),magniventris,grinding teeth with a horny beak at the front,plant material,on 4 legs,Late Cretaceous, 74-67 million years ago
22,https://www.nhm.ac.uk/discover/dino-directory/anserimimus.html,Anserimimus,ANN-ser-ih-mee-muss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/anseri.jpg,3.5m,large theropod,carnivorous,"Late Cretaceous, 84-65 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Barsbold (1988),planinychus,,,,Late Cretaceous, 84-65 million years ago
23,https://www.nhm.ac.uk/discover/dino-directory/antarctosaurus.html,Antarctosaurus,Ant-ARK-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/antarcto.jpg,18.0m,sauropod,herbivorous,"Late Cretaceous, 84-65 million years ago","Canada,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",von Huene (1929),wichmannianus,,,,Late Cretaceous, 84-65 million years ago
24,https://www.nhm.ac.uk/discover/dino-directory/apatosaurus.html,Apatosaurus,ah-PAT-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Apatosaurus.jpg,21.0m,sauropod,herbivorous,"Late Jurassic, 154-145 million years ago","Canada,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Marsh (1877),ajax,,,,Late Jurassic, 154-145 million years ago
25,https://www.nhm.ac.uk/discover/dino-directory/aragosaurus.html,Aragosaurus,ahr-ah-go-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Aragosaurus.jpg,18.0m,sauropod,herbivorous,"Early Cretaceous, 132-121 million years ago","Canada,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","Sanz, Buscalioni, Casanovas and SanafÃ© (1987)",ischiadicus,,,,Early Cretaceous, 132-121 million years ago
26,https://www.nhm.ac.uk/discover/dino-directory/aralosaurus.html,Aralosaurus,ar-al-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Aralosaurus.jpg,8.0m,euornithopod,herbivorous,"Late Cretaceous, 94-84 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Rozhdestvensky (1968),tuberiferus,,,,Late Cretaceous, 94-84 million years ago
27,https://www.nhm.ac.uk/discover/dino-directory/archaeoceratops.html,Archaeoceratops,ahr-kee-oh-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Archaeoceratops.jpg,1.3m,ceratopsian,herbivorous,"Early Cretaceous, 121-99 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia",Dong and Azuma (1987),oshimai,,,,Early Cretaceous, 121-99 million years ago
28,https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html,Archaeopteryx,ark-ee-OPT-er-ix,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/archaeo.jpg,0.5m,small theropod,carnivorous,"Late Jurassic, 147 million years ago",Germany,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Avialae, Archaeopterygidae",Mayer (1861),lithographica,many small conical (cone-like) teeth in the upper jaw,"may have eaten small reptiles, mammals or insects",on 2 legs and by flying,Late Jurassic, 147 million years ago
29,https://www.nhm.ac.uk/discover/dino-directory/archaeornithomimus.html,Archaeornithomimus,Ark-ee-orn-ith-oh-meem-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/archaeorn.jpg,3.5m,small theropod,carnivorous,"Late Cretaceous, 95-70 million years ago",Germany,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Russell (1972),asiaticus,,,,Late Cretaceous, 95-70 million years ago
30,https://www.nhm.ac.uk/discover/dino-directory/argentinosaurus.html,Argentinosaurus,AR-gent-eeno-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/argent.jpg,35.0m,sauropod,herbivorous,"Late Cretaceous, 90 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Bonaparte and Coria (1993),huinculensis,teeth for grinding and chewing,tough plant material,on 4 legs,Late Cretaceous, 90 million years ago
31,https://www.nhm.ac.uk/discover/dino-directory/arrhinoceratops.html,Arrhinoceratops,ay-rine-oh-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Arrhinoceratops.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 72-67 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Parks (1925),brachyops,,,,Late Cretaceous, 72-67 million years ago
32,https://www.nhm.ac.uk/discover/dino-directory/atlascopcosaurus.html,Atlascopcosaurus,Atlass-KOP-KO-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Atlascopcosaurus.jpg,3.0m,euornithopod,herbivorous,"Early Cretaceous, 121-97 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Rich and Rich (1989),loadsi,,,,Early Cretaceous, 121-97 million years ago
33,https://www.nhm.ac.uk/discover/dino-directory/aucasaurus.html,Aucasaurus,aw-ka-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Aucasaurus.jpg,5.0m,large theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauroidea, Abelisauria","Coria, Chiappe and Dingus (2002)",garridoi,,,,Late Cretaceous, 84-71 million years ago
34,https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html,Austrosaurus,aws-troh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Austrosaurus.jpg,15.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Longman (1933),mckillopi,,,,Early Cretaceous, 112-99 million years ago
35,https://www.nhm.ac.uk/discover/dino-directory/avaceratops.html,Avaceratops,ay-va-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Avaceratops.jpg,2.3m,ceratopsian,herbivorous,"Late Cretaceous, 80-75 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Dodson (1986),lammersi,,,,Late Cretaceous, 80-75 million years ago
36,https://www.nhm.ac.uk/discover/dino-directory/avimimus.html,Avimimus,ah-vee-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/avim.jpg,1.5m,small theropod,omnivorous,"Late Cretaceous, 80-75 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Avimimidae",Kurzanov (1981),portentosus,,,,Late Cretaceous, 80-75 million years ago
37,https://www.nhm.ac.uk/discover/dino-directory/bactrosaurus.html,Bactrosaurus,bak-troh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bactrosaurus.jpg,6.0m,euornithopod,herbivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Gilmore (1933),johnsoni,,,,Late Cretaceous, 84-71 million years ago
38,https://www.nhm.ac.uk/discover/dino-directory/bagaceratops.html,Bagaceratops,Bag-a-ser-a-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bagaceratops.jpg,1.0m,ceratopsian,herbivorous,"Late Cretaceous, 85-80 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Bagaceratopsidae",Maryanska and Osmolska (1975),rozhdestvenskyi,,,,Late Cretaceous, 85-80 million years ago
39,https://www.nhm.ac.uk/discover/dino-directory/bambiraptor.html,Bambiraptor,bam-bee-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bambiraptor.jpg,1.0m,small theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Burnham, Derstler, Currie, Bakker, Zhou and Ostrom (2000)",feinbergorum,,,,Late Cretaceous, 84-71 million years ago
40,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html,Barapasaurus,Bar-rap-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/barapa.jpg,14.0m,sauropod,herbivorous,"Early Jurassic, 185-170 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae","Jain, Kutty, Roy-Chowdhury and Chatterjee (1975)",tagorei,,,,Early Jurassic, 185-170 million years ago
41,https://www.nhm.ac.uk/discover/dino-directory/barosaurus.html,Barosaurus,BAR-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/baro.jpg,24.0m,sauropod,herbivorous,"Late Jurassic, 155-145 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Marsh (1890),lentus,,,,Late Jurassic, 155-145 million years ago
42,https://www.nhm.ac.uk/discover/dino-directory/baryonyx.html,Baryonyx,bah-ree-ON-icks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/bary.jpg,10.0m,large theropod,carnivorous,"Early Cretaceous, 125 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Baryonychinae",Charig and Milner (1987),walkeri,"sharp, finely serrated teeth","fish, Iguanodon",on 2 legs,Early Cretaceous, 125 million years ago
43,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html,Becklespinax,beck-el-spien-aks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Becklespinax.jpg,5.0m,large theropod,carnivorous,"Early Cretaceous, 142-132 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae",Paul (1988),altispinax,,,,Early Cretaceous, 142-132 million years ago
44,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html,Beipiaosaurus,bay-pyow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Beipiaosaurus.jpg,2.0m,small theropod,omnivorous,"Early Cretaceous, 127-121 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea","Xu, Tang and Wang (1999)",inexpectus,,,,Early Cretaceous, 127-121 million years ago
45,https://www.nhm.ac.uk/discover/dino-directory/bellusaurus.html,Bellusaurus,bel-uh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bellusaurus.jpg,5.0m,sauropod,herbivorous,"Mid Jurassic, 180-159 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria",Dong and Azuma (1990),sui,,,,Mid Jurassic, 180-159 million years ago
46,https://www.nhm.ac.uk/discover/dino-directory/borogovia.html,Borogovia,bor-o-goh-vee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Borogovia.jpg,1.5m,small theropod,carnivorous,"Late Cretaceous, 84-65 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",OsmÃ³lska (1987),gracilicrus,,,,Late Cretaceous, 84-65 million years ago
47,https://www.nhm.ac.uk/discover/dino-directory/brachiosaurus.html,Brachiosaurus,BRAK-ee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/brach.jpg,30.0m,sauropod,herbivorous,"Late Jurassic, 155-140 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae",Riggs (1903),altithorax,,,,Late Jurassic, 155-140 million years ago
48,https://www.nhm.ac.uk/discover/dino-directory/brachylophosaurus.html,Brachylophosaurus,brak-i-lof-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachylophosaurus.jpg,7.0m,euornithopod,herbivorous,"Late Cretaceous, 89-88 million years ago","England,Spain,United Kingdom","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",C. M. Sternberg (1953),canadensis,,,,Late Cretaceous, 89-88 million years ago
49,https://www.nhm.ac.uk/discover/dino-directory/brachytrachelopan.html,Brachytrachelopan,brak-i-trak-eh-loh-pan,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachytrachelopan.jpg,10.0m,sauropod,herbivorous,"Mid Jurassic, 150 million years ago","England,Spain,United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae","Rauhut, Remes, Fechner, Cladera and Puerta (2005)",mesai,,,,Mid Jurassic, 150 million years ago
